Voltage_V,Phase_Difference_rad,Phase_Difference_deg,Transmission_dB,Transmission_Linear
0.06542125356758932,0.0,0.0,-29.715666579264344,0.0010676609094430929
0.18643389302791036,0.005487726364732176,0.3144235598218236,-29.356128520354392,0.001159810798511285
0.3074465324882314,0.016248993977353222,0.9309987762358328,-29.027524971879238,0.001250971751264279
0.42845917194855243,0.03228380283786314,1.849725649242028,-28.534032754151326,0.001401511690083815
0.5494718114088735,0.05359215294626193,3.070604178840408,-27.85137294943563,0.0016400712101281999
0.6704844508691945,0.08017404430254958,4.593634365030975,-27.060788397070514,0.0019675290816290572
0.7914970903295155,0.11202947690672611,6.418816207813727,-26.29952920787611,0.0023444829526232222
0.9070091552689128,0.14735636479216285,8.442897786981089,-25.497866820236858,0.002819767612500444
1.02252122020831,0.1874882768311512,10.742286970605381,-24.765982937383825,0.003337349624846869
1.1380332851477073,0.23242521302369118,13.3169837586866,-24.00855193849366,0.0039732400652681835
1.2535453500871045,0.2821671733697827,16.166988151224743,-23.28830371868137,0.004689965285445394
1.3745579895474256,0.33943148653196925,19.44799161213348,-22.65095214098971,0.0054313124312421555
1.4955706290077466,0.4019693409420447,23.031146729634404,-21.964817843553345,0.006360894838246906
1.6165832684680677,0.4697807366000089,26.916453503727514,-21.473024209556137,0.007123568077225335
1.7375959079283887,0.542865673505862,31.103911934412803,-20.973016481402944,0.00799278906606314
1.8586085473887097,0.6212241516596041,35.59352202169029,-20.48197050156633,0.008949586085410011
1.9796211868490308,0.704856171061235,40.38528376555996,-19.986718572706444,0.010030628425968026
2.100633826309352,0.7937617317107547,45.479197166021805,-19.56224622183352,0.011060515732089243
2.221646465769673,0.8879408336081634,50.87526222307585,-19.15681605943899,0.012142787476787634
2.342659105229994,0.9873934767534609,56.57347893672207,-18.7917375415638,0.013207671110341924
2.4636717446903145,1.0921196611466468,62.57384730696046,-18.452929251214364,0.014279305158941309
2.584684384150636,1.2021193867877225,68.87636733379108,-18.17724261675038,0.015215132485594824
2.7056970236109565,1.3173926536766862,75.48103901721383,-17.849513449576435,0.016407735826647205
2.826709663071278,1.4379394618135395,82.38786235722883,-17.610481238993643,0.017336118866637853
2.9477223025315986,1.563759811198281,89.59683735383594,-17.388300736008073,0.01824609477609891
3.06873494199192,1.6948537018309122,97.10796400703532,-17.17566655664418,0.019161669462124428
3.1897475814522407,1.8312211337114315,104.92124231682682,-16.992301763022894,0.01998802222628624
3.3107602209125613,1.972862106839839,113.03667228321049,-16.846138347037865,0.020672174640718195
3.4317728603728828,2.119776621216137,121.45425390618641,-16.751587742634754,0.021127165079560525
3.5527854998332034,2.2719646768403226,130.17398718575444,-16.635778451446026,0.021698122405636306
3.673798139293525,2.4294262737123984,139.19587212191476,-16.53158561002665,0.022224983079268165
3.7948107787538454,2.5921614118323615,148.51990871466717,-16.41300000377304,0.022840205108561645
3.915823418214167,2.760170091200215,158.14609696401186,-16.44740962658389,0.02265995470108268
4.0368360576744875,2.933452311815956,168.0744368699486,-16.48620668876832,0.022458426811027176
4.157848697134809,3.1120080736795876,178.30492843247768,-16.53158561002665,0.022224983079268165
4.27886133659513,3.295837376791106,188.83757165159884,-16.66629154626696,0.021546207866413397
4.399873976055451,3.484940221150515,199.67236652731225,-16.764748924410274,0.02106323666868165
4.520886615515772,3.679316606757811,210.80931305961778,-16.921276953208277,0.02031759526184544
4.641899254976093,3.8789665336129984,222.2484112485156,-17.088211024077868,0.01955144666658278
4.762911894436414,4.083890001716072,233.98966109400544,-17.397407161579,0.01820787586443803
4.883924533896735,4.294087011067037,246.03306259608766,-17.823831761796907,0.01650504922132145
4.999436598836132,4.499649040392588,257.8108993045862,-18.31768390060205,0.014730978984461122
5.109448089254606,4.699889657670792,269.28384156172166,-18.99452013830373,0.012605149073144051
5.197457281589385,4.863220126450776,278.641988088708,-19.591714894770536,0.010985719616391146
5.263464175840469,4.987548463427594,285.76547707135995,-20.154414199135253,0.009650694770348066
5.323970495570629,5.102894417573405,292.37431342782446,-20.81603101885073,0.00828699159022819
5.373475666258942,5.198248997230536,297.8377283994221,-21.48286381883932,0.007107446807889827
5.417480262426332,5.283749534346265,302.73654832225503,-22.17425080201648,0.006061427567169811
5.455984284072798,5.359134531007477,307.05579046955023,-22.915367436536506,0.00511049839637712
5.48898773119834,5.424175176540188,310.782344955381,-23.664211667241815,0.0043010930012526115
5.521991178323882,5.489608068942577,314.5313735313715,-24.614090784635856,0.0034561367780878527
5.549494050928501,5.544435112303351,317.6727317191246,-25.539201821016214,0.002793057123062774
5.571496349012195,5.588492870426807,320.19705531440684,-26.43239725852354,0.002273841948158691
5.591665122255582,5.6290322944752065,322.5197932162713,-27.56606068800168,0.0017514346248196366
5.6100003706586605,5.666013433378484,324.6386563970162,-28.7035389704996,0.0013478640900708694
5.626502094221432,5.699399967982045,326.55156392236773,-29.85211415381262,0.001034638380132397
5.6375032432632795,5.721712136449653,327.82995700734654,-30.812850269831074,0.000829306316064122
5.648504392305127,5.74406788790278,329.1108472134542,-31.89622379206893,0.0006462158721153072
5.68425812669113,5.817025075119186,333.2909861261,-33.340145914422074,0.0004634313490909595
5.714511286556211,5.879117639317453,336.84862799380585,-34.89127283088533,0.0003242445737765327
5.714511286556211,5.879117639317453,336.84862799380585,-36.545246235586134,0.00022155184776417934
5.705343662354671,5.860266904916031,335.7685604718823,-37.495765253659755,0.00017800142317337628
5.714511286556211,5.879117639317453,336.84862799380585,-39.414822188646085,0.00011442417270633038
5.723678910757751,5.897998639681042,337.93042962762445,-40.70284701661296,8.505802576770288e-05
5.711210941843657,5.8723278882941,336.45960391622305,-42.57710121166625,5.524460577921831e-05
5.720011861077134,5.890442607620146,337.49750088066963,-43.82520342537224,4.144571702341125e-05
5.780518180807295,6.015736378210838,344.67630513479656,-31.988206146042817,0.0006326731231342082
5.775017606286371,6.004291556697967,344.02056516482855,-33.20839596081097,0.0004777056786483897
5.791519329849143,6.038658708475722,345.98965791557947,-30.812850269831074,0.000829306316064122
5.804354003731297,6.065456511169227,347.5250589101416,-29.56693949061131,0.0011048569475167471
5.8278231216872385,6.1146116196320985,350.3414391665719,-28.15707785880277,0.0015285942236765396
5.846525075058379,6.153924104582933,352.5938786364263,-26.87370817688953,0.0020541359450337035
5.868527373142074,6.200335343924458,355.25304677266723,-25.886276412910664,0.002578531010063195
5.890529671225768,6.246920915208058,357.92220339342333,-25.061101202445276,0.0031180988548572632
5.918032543830387,6.305398033606112,361.27269547571865,-24.16428215335688,0.003833290957443273
5.951035990955929,6.375930135314309,365.31388722378585,-23.258855638784162,0.004721874457488126
5.984039438081471,6.446854483892187,369.37755306201285,-22.512031675317697,0.0056078557326360344
6.022543459727937,6.530095313693332,374.1469012927853,-21.72392595253652,0.006723685710600985
6.066548055895327,6.62588143539172,379.6350418020294,-20.993615781426215,0.007954967723104289
6.11605322658364,6.734474346900473,385.8569573165186,-20.330257168014317,0.009267749426616867
6.1765595463138,6.868397548624073,393.53019155416,-19.662363586905446,0.010808455561402154
6.253567589606732,7.040752015525148,403.40537508781887,-19.028736908386367,0.012506227054261718
6.3415767819415105,7.240343528257558,414.8411263940176,-18.34275659555437,0.014646179095445317
6.44608769783906,7.480981285298622,428.6286542639651,-17.7842145412336,0.01665630044004462
6.567100337299381,7.7645284592793145,444.8747106259204,-17.299762506864205,0.01862188967338497
6.688112976759703,8.053349174507895,461.4229186444679,-16.950094907587275,0.020183222562390947
6.809125616220024,8.347443430984365,478.2732783196076,-16.712166158057535,0.021319812661262632
6.930138255680344,8.646811228708717,495.42578965133913,-16.59662940137942,0.021894602245303405
7.051150895140665,8.951452567680965,512.8804526396632,-16.520769788360827,0.022280401934300743
7.172163534600987,9.261367447901101,530.6372672845795,-16.492681757428695,0.02242496760088263
7.293176174061308,9.576555869369127,548.6962335860879,-16.607494886835514,0.021839893252132925
7.414188813521628,9.897017832085035,567.0573515441882,-16.848343536442787,0.020661680726823263
7.5352014529819495,10.22275333604884,585.7206211588812,-17.23196306905454,0.018914884473476903
7.6452129434004235,10.523452734950052,602.9494276180413,-17.774388628929497,0.016694027981638146
7.733222135735202,10.76715022902844,616.9122655066474,-18.368241420492588,0.014560485559044245
7.799229029986286,10.95175383497906,627.489273010514,-18.93990123698276,0.012764678366684244
7.854234775195524,11.106788705373042,636.3721167614468,-19.538191710670457,0.011121947198561603
7.903739945883837,11.247251675043106,644.4200521014156,-20.156832580481495,0.009645322249126252
7.947744542051225,11.372848558836997,651.6162234628007,-20.86554269715824,0.008193052358776893
7.986248563697691,11.483317858841598,657.9456481188288,-21.601762658307074,0.006915502364812208
8.019252010823234,11.578430764382933,663.3952161835738,-22.43652732926428,0.005706203647915803
8.046754883427852,11.65799115202616,667.9536906119555,-23.236540558138877,0.004746199007636816
8.068757181511547,11.721835585575581,671.6117071997407,-24.001639309812177,0.003979569273745326
8.090759479595242,11.785854351067082,675.2797122720415,-24.935126262250517,0.0032098694824548107
8.107261203158012,11.833982830522693,678.03727101923,-25.979623604957787,0.002523699487396943
8.12559645156109,11.88757392946294,681.1078148079743,-27.158963418221038,0.0019235507906405242
8.140264650283555,11.930533974586183,683.5692440812277,-28.140866018634313,0.0015343109981597455
8.151265799325403,11.96280485524505,685.4182293441512,-28.672559639437132,0.0013575131213612792
8.156766373846326,11.97895663919405,686.343658396036,-29.616647660307702,0.0010922831496620307
8.19252010823233,12.084208818680588,692.3741640651681,-30.957374795451834,0.0008021628047773219
8.231417028058862,12.199236766077696,698.9647799770751,-32.25247711262922,0.000595322488857233
8.230474072426704,12.196441765721444,698.8046382529242,-34.13923740424682,0.00038554605135782973
8.215072463768117,12.150835419540932,696.1915870977684,-35.37010889019274,0.0002903949843126638
8.228273842618334,12.18992134345168,698.4310455762237,-37.37000613622061,0.00018323118334648256
8.217272693576486,12.15734538189417,696.5645804653981,-38.695069143052365,0.00013504953267500728
8.228273842618334,12.18992134345168,698.4310455762237,-40.546866685329206,8.816847547803157e-05
8.22277326809741,12.173627914799733,697.4975008806696,-42.08342651504683,6.189525385758845e-05
8.219472923384856,12.163857087566834,696.937673717873,-43.43155138624489,4.5377948863791585e-05
8.22277326809741,12.173627914799733,697.4975008806696,-45.387866933137445,2.8921000081584533e-05
8.288780162348495,12.36986817788413,708.7412397259426,-29.48899516026419,0.0011248652071850134
8.28327958782757,12.353454896022006,707.8008279472842,-30.547806044835344,0.000881494070940949
8.29978131139034,12.402727428847511,710.6239361241054,-28.42592564479761,0.0014368367767884178
8.312615985272496,12.441118305689269,712.8235713389447,-27.23728445719368,0.0018891722355102005
8.332784758515883,12.501566679650782,716.287008045368,-26.0639238487123,0.002475184718775673
8.356620581439886,12.573194526663766,720.3909813748206,-24.80383165024671,0.003308391032419684
8.376789354683273,12.633962509185759,723.8727303028555,-23.82946895569271,0.004140503007479255
8.398791652766967,12.70042192186636,727.6805741583722,-22.970423678670556,0.005046120674195841
8.426294525371587,12.783741342010668,732.4544252841184,-22.137033847741314,0.0061135942971159065
8.464798547018052,12.900846151560653,739.1640366320158,-21.2750870260027,0.0074557493169148436
8.50880314318544,13.03533396440057,746.8696207036884,-20.471249505145074,0.008971706331268266
8.552807739352831,13.17051910500881,754.615158713423,-19.804426177887965,0.010460618947963057
8.602312910041144,13.32343591279114,763.3766464159639,-19.14829246608391,0.01216664267636331
8.662819229771305,13.511532765515783,774.1538022167797,-18.548583159465974,0.013968239860139401
8.734326698543311,13.735528782443806,786.9878286144964,-18.012801104023502,0.0158022849784051
8.827836465399015,14.031225066061191,803.929977683476,-17.450090144565692,0.01798833577156231
8.943348530338412,14.400844348629432,825.1076026012896,-16.934571454319247,0.020255494706700995
9.064361169798733,14.793218237452923,847.5889704220109,-16.53374962392009,0.02221391151523395
9.185373809259055,15.190865667524303,870.3724898993246,-16.361520500665822,0.023112554589800268
9.306386448719374,15.593786638843564,893.45816103323,-16.367946597986446,0.023078381073198807
9.427399088179696,16.00198115141072,916.8459838237278,-16.535913921086795,0.022202844018388856
9.548411727640017,16.41544920522577,940.5359582708181,-16.907992888957804,0.020379837232339874
9.652922643537567,16.776779144917377,961.2386388268638,-17.41933904747245,0.018116157813443338
9.735431261351422,17.064818038948168,977.7420517904441,-18.023919656899988,0.01576188063672769
9.801438155602506,17.29701426508635,991.0459155670272,-18.55659690581022,0.013942488964498337
9.85094332629082,17.472191082722887,1001.0828078861337,-19.124872134204125,0.012232431334735104
9.89494792245821,17.628644720264763,1010.0469410067526,-19.76169996286348,0.010564039191204952
9.933451944104675,17.766113679798845,1017.9233322021103,-20.441795691754972,0.009032759160197303
9.966455391230218,17.884369150651164,1024.6988715862803,-21.140223159166204,0.007690909200750433
9.993958263834836,17.983215009386875,1030.3623221141831,-21.778732622845112,0.006639367950736098
